budget;genres;id;popularity;release_date;revenue;runtime;tagline;title;vote_average;vote_count
160000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]";68735;63.148529;2016-05-25;433677183;123;Two worlds. One home.;Warcraft;6.3;2268
155000000;"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]";87101;202.042635;2015-06-23;440603537;126;Reset the future;Terminator Genisys;5.8;3631
155000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]";10140;49.661984;2010-08-13;415686217;113;Return to magic. Return to hope. Return to Narnia.;The Chronicles of Narnia: The Voyage of the Dawn Treader;6.2;1514
140000000;"[{""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]";676;34.20669;2001-05-21;449220945;183;It takes a moment to change history. It takes love to change lives.;Pearl Harbor;6.6;1791
150000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]";1858;25.468493;2007-06-27;709709780;144;Their war. Our world.;Transformers;6.6;4040
155000000;"[{""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";1966;39.019229;2004-11-21;167298192;175;The greatest legend of all was real.;Alexander;5.6;927
150000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}]";675;78.144395;2007-06-28;938212738;138;Evil Must Be Confronted.;Harry Potter and the Order of the Phoenix;7.4;5494
150000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]";674;101.250416;2005-11-05;895921036;157;Dark And Difficult Times Lie Ahead.;Harry Potter and the Goblet of Fire;7.5;5608
150000000;"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]";8960;56.758411;2008-07-01;624029371;92;Bad Behavior. Bad Attitude. Real Hero.;Hancock;6.2;2961
150000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]";6479;70.867401;2007-12-14;585349010;101;The last man on Earth is not alone;I Am Legend;6.9;4853
150000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]";118;53.905592;2005-07-13;474968763;115;Willy Wonka is semi-sweet and nuts.;Charlie and the Chocolate Factory;6.7;3624
150000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]";2062;65.677399;2007-06-22;623722818;111;He's dying to become a chef.;Ratatouille;7.5;4369
150000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]";272;115.040024;2005-06-10;374218673;140;Evil fears the knight.;Batman Begins;7.5;7359
150000000;"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]";10527;44.141021;2008-10-30;603900354;89;Still together. Still lost!;Madagascar: Escape 2 Africa;6.2;1810
150000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";18360;81.781591;2009-05-20;413106170;105;When the lights go off the battle is on.;Night at the Museum: Battle of the Smithsonian;5.9;1971
150000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]";2080;5.954334;2009-04-28;373062864;107;Witness the Origin.;X-Men Origins: Wolverine;6.2;4021
150000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]";605;73.313918;2003-11-05;424988211;129;Everything that has a beginning has an end.;The Matrix Revolutions;6.4;3096
150000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]";109445;165.125366;2013-11-27;1274219009;102;Only the act of true love will thaw a frozen heart.;Frozen;7.3;5295
150000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]";604;70.78591;2003-05-15;738599701;138;Free your mind.;The Matrix Reloaded;6.7;3443
170000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]";76338;99.499595;2013-10-29;644571402;112;Delve into the darkness;Thor: The Dark World;6.8;4755
150000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]";76341;434.278564;2015-05-13;378858340;120;What a Lovely Day.;Mad Max: Fury Road;7.2;9427
150000000;"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]";13448;67.447636;2009-05-13;356613439;138;;Angels & Demons;6.5;2129
150000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]";10195;86.493424;2011-04-21;449326618;115;Two worlds. One hero.;Thor;6.6;6525
150000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]";13053;41.845878;2008-11-21;309979994;98;Fully Awesome. Ridonculous. Let It Begin.;Bolt;6.3;1750
150000000;"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]";19585;26.710398;2009-07-21;292817841;88;The world needs bigger heroes;G-Force;5.1;510
150000000;"[{""id"": 12, ""name"": ""Adventure""}]";57165;44.927635;2012-03-27;301000000;99;Feel the Wrath;Wrath of the Titans;5.5;1431
150000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]";62213;50.306728;2012-05-08;245527149;113;Every Family Has Its Demons;Dark Shadows;5.7;2320
150000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]";177677;114.522237;2015-07-23;682330139;131;Desperate Times. Desperate Measures.;Mission: Impossible - Rogue Nation;7.1;3224
150000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]";7978;21.214571;2010-02-11;0;102;When the moon is full the legend comes to life;The Wolfman;5.5;549
150000000;"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]";5559;29.332905;2007-10-28;287594577;91;Born to bee wild.;Bee Movie;5.7;1171
150000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]";49444;51.247321;2011-05-25;665692281;91;Prepare for the Year of Awesomeness!;Kung Fu Panda 2;6.7;1880
150000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]";10196;33.769336;2010-06-30;318502923;103;Four nations, one destiny;The Last Airbender;4.7;1151
150000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]";956;63.079003;2006-05-03;397850012;126;The Mission Begins 05:05:06.;Mission: Impossible III;6.5;2028
150000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";117251;39.004588;2013-06-27;205366737;131;It will start like any other day.;White House Down;6.4;1891
150000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]";50321;12.362599;2011-03-09;38992758;88;Mom needs a little space.;Mars Needs Moms;5.5;199
149000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";11619;22.550135;2006-10-22;64459316;85;Someone's Going Down;Flushed Away;6;874
150000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]";266647;48.03528;2015-09-24;128388320;111;Every legend has a beginning.;Pan;5.9;954
145000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]";82703;38.73494;2014-02-07;272912430;92;He's Leaving His Mark On History;Mr. Peabody & Sherman;6.7;843
175000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]";652;66.803149;2004-05-13;497409852;163;For passion. For honor. For destiny. For victory. For love.;Troy;6.9;2759
145000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]";80321;44.989192;2012-06-06;746921274;93;Six years ago, they disappeared without a trace. Next summer, they finally resurface.;Madagascar 3: Europe's Most Wanted;6.4;1808
140000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]";36669;54.159392;2002-11-17;431971116;133;He’s never been cooler.;Die Another Day;5.8;1092
144000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]";43074;66.21806;2016-07-14;229147509;116;Who You Gonna Call?;Ghostbusters;5.3;2142
140000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]";95;58.485967;1998-07-01;553799566;151;The Earth's Darkest Day Will Be Man's Finest Hour;Armageddon;6.4;2482
140000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]";608;91.332849;2002-07-03;441818803;88;Same Planet. New Scum.;Men in Black II;6;3114
70000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}]";2310;35.601665;2007-11-05;195735876;115;Evil breeds pain.;Beowulf;5.5;841
145000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";140300;56.747978;2016-01-23;521170825;95;Grab destiny by the rice dumplings.;Kung Fu Panda 3;6.7;1603
145000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]";56292;77.77477;2011-12-07;694713380;133;No Plan. No Backup. No Choice.;Mission: Impossible - Ghost Protocol;6.8;3972
145000000;"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]";81188;61.788035;2012-11-21;306941670;97;You better believe.;Rise of the Guardians;7.1;1922
100000000;"[{""id"": 35, ""name"": ""Comedy""}]";7552;25.159168;2005-12-21;202026112;90;Giving big businesses a run for their money!;Fun with Dick and Jane;5.9;627
140000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}]";616;52.341226;2003-12-05;456758981;154;In the face of an enemy, in the heart of one man, lies the soul of a warrior.;The Last Samurai;7.3;1895
140000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]";147441;101.599427;2014-12-03;268031828;150;Once brothers, now enemies.;Exodus: Gods and Kings;5.6;1921
150000000;"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]";13475;73.616808;2009-05-06;385680446;127;The future begins.;Star Trek;7.4;4518
139000000;"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]";557;82.502566;2002-05-01;821708551;121;With great power comes great responsibility.;Spider-Man;6.8;5265
145000000;"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";82702;100.21391;2014-06-12;609123048;102;The training is over.;How to Train Your Dragon 2;7.6;3106
140000000;"[{""id"": 14, ""name"": ""Fantasy""}]";205584;56.257249;2016-02-25;150680864;127;The battle for eternity begins;Gods of Egypt;5.3;1277
135000000;"[{""id"": 28, ""name"": ""Action""}]";10048;17.88953;2005-07-28;76932943;121;Fear The Sky;Stealth;4.9;331
130000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]";13183;64.798873;2009-03-05;185258983;163;Justice is coming to all of us.  No matter what we do.;Watchmen;7;2811
140000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]";944;24.855701;1998-07-10;285444603;127;The faces you love. The action you expect.;Lethal Weapon 4;6.3;767
137000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]";1927;34.981698;2003-06-19;245360480;138;Unleash the hero within;Hulk;5.3;1533
130000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]";72559;59.325589;2013-03-26;371876278;110;;G.I. Joe: Retaliation;5.4;3025
130000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]";7364;21.605568;2005-04-06;119269486;124;Dirk Pitt. Adventure has a new name.;Sahara;5.7;434
137000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]";2114;26.074908;2001-07-02;85131830;106;Unleash a new reality;Final Fantasy: The Spirits Within;5.9;433
140000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]";1771;74.506246;2011-07-22;370569774;124;When patriots become heroes;Captain America: The First Avenger;6.6;7047
135000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]";36643;39.604363;1999-11-08;361832400;128;As the countdown begins for the new millennium there is still one number you can always count on.;The World Is Not Enough;6;862
150000000;"[{""id"": 12, ""name"": ""Adventure""}]";8619;36.973031;2003-11-14;212011111;138;The courage to do the impossible lies in the hearts of men.;Master and Commander: The Far Side of the World;6.9;790
120000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";50620;99.687084;2012-11-13;829000000;115;The epic finale that will live forever;The Twilight Saga: Breaking Dawn - Part 2;6.1;2553
130000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";65759;17.7735;2011-11-17;150406466;100;Every step counts.;Happy Feet Two;5.8;373
150000000;"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]";1724;62.898336;2008-06-12;163712074;114;You'll like him when he's angry.;The Incredible Hulk;6.1;3021
140000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]";267935;44.19092;2016-06-01;183345589;120;The world is more giant than you can imagine.;The BFG;6;1000
135000000;"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]";281957;100.635882;2015-12-25;532950503;156;(n. One who has returned, as if from the dead.);The Revenant;7.3;6396
135000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]";77950;44.765377;2013-07-11;282570682;96;SLO NO MO;Turbo;6.1;1074
135000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 37, ""name"": ""Western""}, {""id"": 12, ""name"": ""Adventure""}]";44896;29.91353;2011-03-02;245724603;107;Heroes come in all different colors.;Rango;6.6;2051
132000000;"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]";270946;84.366984;2014-11-22;373552094;92;The Movie Event That Will Blow Their Cover;Penguins of Madagascar;6.5;1346
70000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]";2503;45.381501;2007-08-03;442824138;115;Remember everything. Forgive nothing.;The Bourne Ultimatum;7.3;2888
130000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]";9502;84.689648;2008-06-04;631744560;90;Prepare for awesomeness.;Kung Fu Panda;6.9;3145
130000000;"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]";102899;120.09361;2015-07-14;519311965;117;Heroes don't get any bigger.;Ant-Man;7;5880
130000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]";101299;76.310119;2013-11-15;847423452;146;Every revolution begins with a spark.;The Hunger Games: Catching Fire;7.4;6495
135000000;"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]";228161;63.473086;2015-03-18;368871007;94;Worlds Collide;Home;6.8;1519
132000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]";74;48.572726;2005-06-28;591739379;116;They're already here.;War of the Worlds;6.2;2322
